endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,STUDY_ID,SESSION_ID,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,Resume_keys.keys,decision_price,responses.rt,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,94,,,,,,,,,,2,0,3,3,3,1,Play board games with my family,Knit while watching tv,0.04,0.04,4.4,0,,0.04,3.37,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,95,,,,,,,,,,2,0,4,4,4,1,Vacation with my family,Read on a rainy day,0.05,0.04,4.4,0,,0.04,2.481,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,NAN,,NAN,2.97,3.03,,0,94,94,94,1,95,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_17.jpeg,liked,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.361,NAN,,NAN,2.97,3.03,,0,95,95,95,1,96,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_11.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,3.311,NAN,,NAN,2.97,3.03,,0,96,96,96,1,97,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_8.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,2.083,NAN,,NAN,2.97,3.03,,0,97,97,97,1,98,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_21.jpeg,did not like,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,space,0.336,NAN,,NAN,2.97,3.03,,0,98,98,98,1,99,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_13.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,96,,,,,,space,2.084,space,0.366,1,0,0,0,0,1,Write stories in my notebook,Make pizza with my son,0.01,0.05,3.3,1,,0.01,1.03,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,97,,,,,,,,,,1,0,1,1,1,1,Bake cakes at home,Vacation with my family,0.02,0.05,1.1,1,,0.02,2.299,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,98,,,,,,,,,,2,0,2,2,2,1,Make pizza with my son,Bake cakes at home,0.03,0.05,1.1,0,,0.05,1.605,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,99,,,,,,,,,,1,0,3,3,3,1,Write stories in my notebook,Vacation with my family,0.04,0.05,3.3,1,,0.04,1.646,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,100,,,,,,,,,,2,0,4,4,4,1,Facetime with my best friend,Game on my computer,0.05,0.05,4.4,0,,0.05,1.766,,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,4,,8,3.14,2.86,,0,99,99,99,1,100,Sam,Acc,Participant_Images/61528277afcb4906d01e0442/61528277afcb4906d01e0442_Images/61528277afcb4906d01e0442_Image_19.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,space,,,1.262,,
,,61528277afcb4906d01e0442,6685aa9113c938e83b4f1ea0,6723c3d5a657ab9e1b920e9a,2024-10-31_12h55.59.369,WTP_SM_Choice,2022.2.1,Win32,60.16847172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.876
