endwelcomescreen_keys.keys,endwelcomescreen_keys.rt,participant,date,expName,psychopyVersion,OS,frameRate,endinstructionscreen_keys.keys,endinstructionscreen_keys.rt,endpartnermatch_keys.keys,endpartnermatch_keys.rt,sharenextphoto_key.keys,sharenextphoto_key.rt,salience_rating,key_resp.keys,stress_level,subtract_bonus,TOTAL_TASK_BONUS,stresslevel_keypress.keys,entiretaskloop.thisRepN,entiretaskloop.thisTrialN,entiretaskloop.thisN,entiretaskloop.thisIndex,entiretaskloop.ran,TrialNumber,Partner,Condition,Photos,Feedback,FeedbackWait,WTP_ins_keys1.keys,WTP_ins_keys1.rt,WTP_ins_keys2.keys,WTP_ins_keys2.rt,responses.keys,WTPTaskLoop.thisRepN,WTPTaskLoop.thisTrialN,WTPTaskLoop.thisN,WTPTaskLoop.thisIndex,WTPTaskLoop.ran,right,left,leftmoney,rightmoney,WTP_ITI,social_left,decision_price,responses.rt,Resume_keys.keys,Resume_keys.rt,end_screen_keys.keys,end_screen_keys.rt
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7154,NAN,,NAN,0.7,5.3,,0,33,33,33,1,34,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_7.jpeg,liked,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,31,,,,,,space,0.6635,space,0.6798,1,0,0,0,0,1,Bake artisan bread in my kitchen with soft jazz playing in the background,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,0.01,0.02,8.8,1,0.01,1.2602,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,32,,,,,,,,,,2,0,1,1,1,1,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,0.02,0.02,1.1,1,0.02,0.4201,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,33,,,,,,,,,,2,0,2,2,2,1,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,Listen to classical music while organizing and cleaning my bookshelf,0.03,0.02,4.4,0,0.02,1.8329,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,34,,,,,,,,,,2,0,3,3,3,1,Go to the movies with my siblings on a rainy weekend,Read science fiction novels in a cozy armchair by the window on a quiet afternoon,0.04,0.02,3.3,0,0.02,1.8599,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,35,,,,,,,,,,2,0,4,4,4,1,Listen to classical music while organizing and cleaning my bookshelf,Go to the movies with my siblings on a rainy weekend,0.05,0.02,1.1,1,0.02,2.3442,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.79,5.21,,0,34,34,34,1,35,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_20.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.3913,NAN,,NAN,0.79,5.21,,0,35,35,35,1,36,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_19.jpeg,liked,3.79605092,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.2622,NAN,,NAN,0.79,5.21,,0,36,36,36,1,37,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_18.jpeg,liked,3.562416326,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.7348,NAN,,NAN,0.79,5.21,,0,37,37,37,1,38,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_13.jpeg,liked,2.843822497,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.3274,NAN,,NAN,0.79,5.21,,0,38,38,38,1,39,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_2.jpeg,did not like,3.546495948,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,36,,,,,,space,0.9672,space,0.7101,1,0,0,0,0,1,Go to the movies with my siblings on a rainy weekend,Sketch urban landscapes at a secluded spot in the park during the early morning,0.01,0.03,3.3,0,0.01,1.0503,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,37,,,,,,,,,,1,0,1,1,1,1,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,Watch documentary films in the dim light of my living room on a sunday evening,0.02,0.03,1.1,0,0.02,1.3551,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,38,,,,,,,,,,1,0,2,2,2,1,Host game nights with friends on friday evenings featuring board games and homemade snacks,Bake artisan bread in my kitchen with soft jazz playing in the background,0.03,0.03,1.1,0,0.03,1.3606,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,39,,,,,,,,,,2,0,3,3,3,1,Write poetry at a local cafe with a cup of chai tea beside me,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,0.04,0.03,3.3,1,0.03,2.4829,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,40,,,,,,,,,,2,0,4,4,4,1,Cook and try out new recipes with my roommate on lazy sunday afternoons,Do meditation on my balcony at sunrise,0.05,0.03,4.4,0,0.03,3.3213,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,0.91,5.09,,0,39,39,39,1,40,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_3.jpeg,did not like,1.672012706,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,4.1321,NAN,,NAN,0.91,5.09,,0,40,40,40,1,41,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_23.jpeg,liked,4.942172136,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.9721,NAN,,NAN,0.91,5.09,,0,41,41,41,1,42,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_16.jpeg,liked,2.50187214,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5492,NAN,,NAN,0.91,5.09,,0,42,42,42,1,43,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_22.jpeg,did not like,2.071164779,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.8045,NAN,,NAN,0.91,5.09,,0,43,43,43,1,44,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_14.jpeg,liked,5.336503566,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,41,,,,,,space,0.7145,space,0.5527,1,0,0,0,0,1,Journal about personal reflections at a quiet coffee shop with minimal foot traffic, Play tennis with my neighbor at the community courts during late spring,0.01,0.04,1.1,1,0.01,0.7996,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,42,,,,,,,,,,2,0,1,1,1,1,Go to the movies with my siblings on a rainy weekend,Explore old vinyl records in my basement on a rainy weekend,0.02,0.04,3.3,0,0.04,0.2098,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,43,,,,,,,,,,1,0,2,2,2,1,Do meditation on my balcony at sunrise,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,0.03,0.04,1.1,1,0.03,2.0659,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,44,,,,,,,,,,1,0,3,3,3,1,Listen to classical music while organizing and cleaning my bookshelf,Take weekend road trips with my best friend nexploring small towns and unique eateriesd,0.04,0.04,1.1,1,0.04,3.9589,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,45,,,,,,,,,,2,0,4,4,4,1,Do meditation on my balcony at sunrise,Host game nights with friends on friday evenings featuring board games and homemade snacks,0.05,0.04,4.4,1,0.04,2.4113,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.07,4.93,,0,44,44,44,1,45,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_17.jpeg,liked,2.642157193,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.9,NAN,,NAN,1.07,4.93,,0,45,45,45,1,46,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_12.jpeg,liked,4.456234322,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.1283,NAN,,NAN,1.07,4.93,,0,46,46,46,1,47,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_21.jpeg,liked,4.438512181,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.3626,NAN,,NAN,1.07,4.93,,0,47,47,47,1,48,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_24.jpeg,liked,2.682944783,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.9136,NAN,,NAN,1.07,4.93,,0,48,48,48,1,49,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_25.jpeg,liked,4.51984296,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,46,,,,,,space,1.07,space,0.6833,1,0,0,0,0,1,Bake artisan bread in my kitchen with soft jazz playing in the background,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,0.01,0.05,8.8,1,0.01,0.8904,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,47,,,,,,,,,,1,0,1,1,1,1,Cook and try out new recipes with my roommate on lazy sunday afternoons,Listen to classical music while organizing and cleaning my bookshelf,0.02,0.05,1.1,0,0.02,2.6901,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,48,,,,,,,,,,1,0,2,2,2,1,Listen to classical music while organizing and cleaning my bookshelf,Go to the farmers market and picking out fresh produce with my partner on saturday mornings,0.03,0.05,4.4,1,0.03,1.3042,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,49,,,,,,,,,,1,0,3,3,3,1,Go to the movies with my siblings on a rainy weekend,Bake artisan bread in my kitchen with soft jazz playing in the background,0.04,0.05,3.3,0,0.04,1.1432,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,50,,,,,,,,,,1,0,4,4,4,1,Explore old vinyl records in my basement on a rainy weekend,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,0.05,0.05,1.1,1,0.05,2.4449,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,4,,4,1.22,4.78,,0,49,49,49,1,50,Charlie,Acc,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_8.jpeg,liked,3.195382774,,,,,,,,,,,,,,,,,,,space,0.7989,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,space,1.5405,space,1.3494,NAN,,NAN,1.22,4.78,,0,50,50,50,1,51,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_15.jpeg,liked,1.779333479,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7079,NAN,,NAN,1.22,4.78,,0,51,51,51,1,52,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_3.jpeg,did not like,4.312468682,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.1605,NAN,,NAN,1.22,4.78,,0,52,52,52,1,53,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_17.jpeg,did not like,4.940433059,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.0203,NAN,,NAN,1.22,4.78,,0,53,53,53,1,54,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_20.jpeg,did not like,2.7105123,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,51,,,,,,space,27.7079,space,2.3875,1,0,0,0,0,1,Bake artisan bread in my kitchen with soft jazz playing in the background,Visit art museums with my sister on sunny weekends discussing our favorite pieces over coffee,0.01,0.01,1.1,1,0.01,1.7588,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,52,,,,,,,,,,2,0,1,1,1,1,Read science fiction novels in a cozy armchair by the window on a quiet afternoon,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,0.02,0.01,3.3,1,0.01,1.4903,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,53,,,,,,,,,,2,0,2,2,2,1,Go to the movies with my siblings on a rainy weekend,Do meditation on my balcony at sunrise,0.03,0.01,1.1,0,0.01,1.2942,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,54,,,,,,,,,,2,0,3,3,3,1,Bake artisan bread in my kitchen with soft jazz playing in the background,Cook and try out new recipes with my roommate on lazy sunday afternoons,0.04,0.01,4.4,1,0.01,1.018,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,55,,,,,,,,,,2,0,4,4,4,1,Sketch urban landscapes at a secluded spot in the park during the early morning,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,0.05,0.01,1.1,1,0.01,1.0369,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.27,4.73,,0,54,54,54,1,55,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_4.jpeg,did not like,3.602308302,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,2.1458,NAN,,NAN,1.27,4.73,,0,55,55,55,1,56,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_24.jpeg,did not like,4.106391878,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7347,NAN,,NAN,1.27,4.73,,0,56,56,56,1,57,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_23.jpeg,did not like,3.799433026,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6356,NAN,,NAN,1.27,4.73,,0,57,57,57,1,58,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_2.jpeg,did not like,5.246980764,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.6835,NAN,,NAN,1.27,4.73,,0,58,58,58,1,59,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_1.jpeg,did not like,3.30081769,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,56,,,,,,space,0.6984,space,1.3371,2,0,0,0,0,1,Participate in trivia nights with my coworkers at a local pub on wednesday evenings,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,0.01,0.02,8.8,0,0.02,0.9187,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,57,,,,,,,,,,1,0,1,1,1,1,Watch documentary films in the dim light of my living room on a sunday evening, Play tennis with my neighbor at the community courts during late spring,0.02,0.02,4.4,1,0.02,1.5649,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,58,,,,,,,,,,,0,2,2,2,1,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,Go to the farmers market and picking out fresh produce with my partner on saturday mornings,0.03,0.02,4.4,1,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,59,,,,,,,,,,2,0,3,3,3,1,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,Read science fiction novels in a cozy armchair by the window on a quiet afternoon,0.04,0.02,4.4,0,0.02,1.108,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,60,,,,,,,,,,2,0,4,4,4,1,Host game nights with friends on friday evenings featuring board games and homemade snacks,Journal about personal reflections at a quiet coffee shop with minimal foot traffic,0.05,0.02,1.1,0,0.02,1.5634,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.35,4.65,,0,59,59,59,1,60,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_11.jpeg,liked,1.661473164,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,1.2005,NAN,,NAN,1.35,4.65,,0,60,60,60,1,61,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_22.jpeg,did not like,3.613205605,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.7583,NAN,,NAN,1.35,4.65,,0,61,61,61,1,62,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_5.jpeg,did not like,4.988446431,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,0.5757,NAN,,NAN,1.35,4.65,,0,62,62,62,1,63,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_9.jpeg,did not like,3.470791822,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,space,3.1599,NAN,,NAN,1.35,4.65,,0,63,63,63,1,64,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_7.jpeg,did not like,3.820572462,,,,,,,,,,,,,,,,,,,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,61,,,,,,space,0.5217,space,0.6503,1,0,0,0,0,1, Play tennis with my neighbor at the community courts during late spring,Do meditation on my balcony at sunrise,0.01,0.03,3.3,0,0.01,0.9999,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,62,,,,,,,,,,1,0,1,1,1,1,Read science fiction novels in a cozy armchair by the window on a quiet afternoon, Play tennis with my neighbor at the community courts during late spring,0.02,0.03,3.3,1,0.02,0.9228,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,63,,,,,,,,,,1,0,2,2,2,1,Craft handmade candles in my studio with scented essential oils filling the air,Going hiking with my family on crisp autumn mornings followed by a cozy campfire with smores,0.03,0.03,3.3,1,0.03,1.107,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,64,,,,,,,,,,2,0,3,3,3,1,Write poetry at a local cafe with a cup of chai tea beside me,Host game nights with friends on friday evenings featuring board games and homemade snacks,0.04,0.03,1.1,1,0.03,1.2576,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,,,,,,,,,,,,65,,,,,,,,,,2,0,4,4,4,1,Cook and try out new recipes with my roommate on lazy sunday afternoons,Write poetry at a local cafe with a cup of chai tea beside me,0.05,0.03,1.1,0,0.03,1.1062,,,,
,,66ce33a40ac4984adc2e18c8,2024-10-01_13h13.32.894,WTP_SM_Choice,2022.2.1,Win32,59.52380952,,,,,,,NAN,,NAN,1.47,4.53,,0,64,64,64,1,65,Riley,Rej,Participant_Images/66ce33a40ac4984adc2e18c8/66ce33a40ac4984adc2e18c8_Images/66ce33a40ac4984adc2e18c8_Image_13.jpeg,did not like,2.455989137,,,,,,,,,,,,,,,,,,,,,,
